loss,epoch,accuracy
0.6568114881274066,1,0.6307662158072749
0.6501416859747489,2,0.6410000855409647
0.6400065111208566,3,0.6592803141738796
0.6305105983456479,4,0.6723979928825475
0.622704268407218,5,0.6817628981191901
0.6152433727360979,6,0.6907322553139699
0.6093374191960202,7,0.6971809676930875
0.6035199569750436,8,0.7034096885331069
0.5974097650262374,9,0.7099071140530743
0.5921917634674265,10,0.7156790042225318
0.5886390568334845,11,0.719252901741221
0.5841695295104498,12,0.7243085986451258
0.5798557859432848,13,0.7289589697801614
0.5749794232694408,14,0.7339594948140881
0.5729847519458094,15,0.7362585775459869
0.5693397312224666,16,0.7403317321704913
0.5668011885655078,17,0.7424557836749885
0.5632244408130646,18,0.7466209517249578
0.5595273498492905,19,0.7505120900612843
0.5574713442144514,20,0.7531053681916828
0.5544271134123018,21,0.7563190737857094
0.5520446529871301,22,0.7587562636484073
0.5511293608931046,23,0.75943360977535
0.5466207544260387,24,0.7645787868318679
0.5457541896572596,25,0.7652350069601325
0.5432953642893441,26,0.7679332174832307
0.5396730851523484,27,0.7720657345614855
0.5370247154296199,28,0.7749211708201638
0.5362369160863417,29,0.7756024445159526
0.5351404319835614,30,0.7763352256786974
0.5331390584571452,31,0.7786986477767365
0.534002626244026,32,0.7773439543156684
0.5307214014892336,33,0.7810201661496223
0.5290061430086064,34,0.7829594079452225
0.5274165834807143,35,0.7845352255845371
0.5265286238887642,36,0.7855667397945743
0.5238877820063241,37,0.788240157501607
0.5228789458546458,38,0.7892261025271838
0.5217455898659139,39,0.7904528148566621
0.5194927156726016,40,0.792728505104403
0.5192444646660286,41,0.7929872546014907
0.5194333786451364,42,0.7925211717810812
0.5172936124892175,43,0.7950635546370398
0.5185229391991337,44,0.7936083813256856
0.5157635380950155,45,0.7963000430336481
0.5152583955209467,46,0.7970131840886949
0.5125492625598667,47,0.7999360988411722
0.5113930675047862,48,0.8009940664979476
0.5183958280690109,49,0.7930860751791845
0.5128164794626116,50,0.7991293756267692
0.510244923226441,51,0.8019355755818041
0.5085648990130123,52,0.8035049337375013
0.507094282817237,53,0.8053513757790192
0.5046794760830795,54,0.8079668259318871
0.5045904115785527,55,0.8077965953682043
0.5032912363734426,56,0.8092115242269975
0.5040826654886897,57,0.8081203859063644
0.501899890280977,58,0.8105640341963949
0.5014956991883773,59,0.8110137927381298
0.5009239377854745,60,0.8115882150734527
0.5007199612599385,61,0.8114211260517942
0.49944694932503036,62,0.8130712349203568
0.49796965590006187,63,0.81453452774241
0.4966836135598678,64,0.8160259278514718
0.4958123075811169,65,0.8169297242466408
0.4957158694538889,66,0.8167058036297182
0.49463223249097416,67,0.8179336529743823
0.4949336788322352,68,0.8174236566205568
0.49328320939329606,69,0.8193299859384947
0.4936016827444487,70,0.8188383241243
0.4919217408457889,71,0.8206737664681447
0.49172758512859105,72,0.8206597083731543
0.48994835720786567,73,0.822729723362983
0.4894797956641716,74,0.823209341417385
0.4898504130447967,75,0.8227232637284677
0.48878182052057,76,0.824056307273575
0.4897530141510541,77,0.8225108671791946
0.4877932905396329,78,0.8248970748502997
0.4872333824634552,79,0.8253350503837006
0.4884400630299049,80,0.8240855520284629
0.48627359769012357,81,0.8262084680267527
0.48638551808610747,82,0.8261299878736086
0.4859431367131728,83,0.8264928834347786
0.48357811532443085,84,0.8290942803213868
0.4844030841996398,85,0.828119597404818
0.4843596582925772,86,0.8282102142708211
0.4842366803296005,87,0.8282813613927817
0.48301635746714433,88,0.8294208627712878
0.4834622984445548,89,0.8289525095420548
0.4812179991716071,90,0.8312762968147858
0.4810749994048589,91,0.8314116090158873
0.4797954741158063,92,0.8327128766458246
0.47885750215264816,93,0.8336875597132912
0.4798626196535328,94,0.8324754260763337
0.4790739657003668,95,0.8335331277002263
0.47835850240309025,96,0.8341944133179098
0.4787687628329555,97,0.8338507195062275
0.4786162992821464,98,0.8338366647309895
0.4773730754097806,99,0.8351345282566698
0.476183911139452,100,0.8363525081284439
0.4765444313423543,101,0.8360017453567892
0.4766240690327898,102,0.8359232632419731
0.4767996368528921,103,0.835695154153848
0.47564024555532236,104,0.8368647739857058
0.4747846597357641,105,0.8377278047271922
0.47374298912060414,106,0.8388017443161977
0.47397784568086454,107,0.8386585774300973
0.47403769130948226,108,0.8385218683677383
0.4731748749183703,109,0.8393381915514982
0.47457252159903324,110,0.8377359231816063
0.4734232584132424,111,0.8390940189361572
0.4739641603035263,112,0.8384192062329643
0.47262338973298856,113,0.8399280668813971
0.47099278833292707,114,0.8416765618927872
0.4739646981034098,115,0.8383319940748094
0.4719663975359518,116,0.8406383239770238
0.47092134726198415,117,0.8415994740739653
0.4702083013480223,118,0.8422118725655954
0.4703029508077646,119,0.8421409852897065
0.4708133758623389,120,0.8416217378423184
0.4697041613391683,121,0.8428521175927753
0.4691854987717882,122,0.8434116105490093
0.4696646453459052,123,0.842695678185813
0.46919259210176106,124,0.8433663034740883
0.4693181146549273,125,0.8428998695144171
0.4676332967945292,126,0.8449789595000351
0.46801052018056943,127,0.8444619814051858
0.46884971374197854,128,0.8434023561356943
0.46697739181639275,129,0.8453846364081661
0.46527407410778576,130,0.8472428629669962
0.4671689437914498,131,0.8451809694495382
0.46621524601043024,132,0.8461913572082037
0.4656840897059139,133,0.8466152767591839
0.4661918221395227,134,0.8461640338354472
0.4665452287921423,135,0.8458588379847852
0.46555789037595824,136,0.8469697078572044
0.46611779211442683,137,0.8462546487397785
0.46442674073991896,138,0.848087299473678
0.4638567332979999,139,0.8487264074856722
0.46466566218605526,140,0.8477601033222826
